No,Fase,Bulan/Sprint Target,Modul,Task Teknis,Kategori,Tabel/Model Terkait (Supabase),Prioritas,Status,Catatan,Prompt (Copy-Paste ke AI Coding Agent)
92,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Kelola Siswa,"Bangun Modal Detail Siswa — kontak orang tua, program, status tagihan, riwayat (openAdminStudentDetailModal)",UI,"students, profiles",Tinggi,Belum Dikerjakan,,"Bangun Modal Detail Siswa — kontak orang tua, program, status tagihan, riwayat (openAdminStudentDetailModal)
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Kelola Siswa) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `students, profiles` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
93,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Kelola Modul & Kuis,"Server action CRUD Kuis dinamis (openAddQuizModal/handleAddQuizSubmit/renderQuizQuestionFields) — 1 sampai 10 soal, opsi A/B/C, kunci jawaban",Backend,quizzes,Wajib,Belum Dikerjakan,,"Server action CRUD Kuis dinamis (openAddQuizModal/handleAddQuizSubmit/renderQuizQuestionFields) — 1 sampai 10 soal, opsi A/B/C, kunci jawaban
Acuan struktur data: tabel/model `quizzes` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
94,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Kelola Modul & Kuis,Server action CRUD Modul PDF & Tugas oleh Admin (openAddModuleModal/openAddAssignmentModal/handleAddModuleSubmit/handleAddAssignmentSubmit),Backend,assignments,Wajib,Belum Dikerjakan,,"Server action CRUD Modul PDF & Tugas oleh Admin (openAddModuleModal/openAddAssignmentModal/handleAddModuleSubmit/handleAddAssignmentSubmit)
Acuan struktur data: tabel/model `assignments` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
95,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Kelola Modul & Kuis,Bangun halaman Modul & Kuis Admin dari markup prototype (renderAdminModulesAndQuizzes),UI,"assignments, quizzes",Wajib,Belum Dikerjakan,Bagian: Admin Console (Modul & Kuis),"Bangun halaman Modul & Kuis Admin dari markup prototype (renderAdminModulesAndQuizzes)
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Kelola Modul & Kuis) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `assignments, quizzes` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
96,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Penilaian & Rekap Nilai,Bangun Modal Penilaian Tugas Admin (openGradeAssignmentModal/handleAddGradeSubmit/closeGradeAssignmentModal),UI,"submissions, grades",Wajib,Belum Dikerjakan,,"Bangun Modal Penilaian Tugas Admin (openGradeAssignmentModal/handleAddGradeSubmit/closeGradeAssignmentModal)
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Penilaian & Rekap Nilai) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `submissions, grades` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
97,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Penilaian & Rekap Nilai,Bangun tabel Rekapitulasi Nilai (renderAdminGradesTable) — semua nilai tugas & kuis per siswa,UI,grades,Wajib,Belum Dikerjakan,Bagian: Admin Console (Nilai),"Bangun tabel Rekapitulasi Nilai (renderAdminGradesTable) — semua nilai tugas & kuis per siswa
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Penilaian & Rekap Nilai) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `grades` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
98,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Pelaporan,Server action laporan akademik siswa (renderAdminStudentReports) — agregasi nilai & progres per siswa,Backend,"grades, students",Tinggi,Belum Dikerjakan,,"Server action laporan akademik siswa (renderAdminStudentReports) — agregasi nilai & progres per siswa
Acuan struktur data: tabel/model `grades, students` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
99,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Pelaporan,Server action exportReport: generate laporan PDF (akademik & keuangan) menggunakan @react-pdf/renderer atau library setara,Backend,"grades, students",Tinggi,Belum Dikerjakan,,"Server action exportReport: generate laporan PDF (akademik & keuangan) menggunakan @react-pdf/renderer atau library setara
Acuan struktur data: tabel/model `grades, students` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
100,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Pelaporan,Bangun tombol & modal Export Laporan PDF dari markup prototype,UI,"grades, students",Tinggi,Belum Dikerjakan,,"Bangun tombol & modal Export Laporan PDF dari markup prototype
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Pelaporan) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `grades, students` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
101,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Testing,"Test: CRUD Kelas, Siswa, Modul, Tugas, Kuis — skenario sukses & gagal validasi (field kosong, angka negatif, dsb.)",Testing,"programs, students, quizzes",Wajib,Belum Dikerjakan,,"Test: CRUD Kelas, Siswa, Modul, Tugas, Kuis — skenario sukses & gagal validasi (field kosong, angka negatif, dsb.)
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `programs, students, quizzes`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
102,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Testing,Test: search/filter tabel siswa mengembalikan hasil yang tepat untuk berbagai kata kunci,Testing,students,Menengah,Belum Dikerjakan,,"Test: search/filter tabel siswa mengembalikan hasil yang tepat untuk berbagai kata kunci
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `students`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
103,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Testing,Test: export laporan menghasilkan file PDF valid dengan data yang sesuai sumbernya,Testing,"grades, students",Menengah,Belum Dikerjakan,,"Test: export laporan menghasilkan file PDF valid dengan data yang sesuai sumbernya
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `grades, students`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
104,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Integrasi Pihak Ketiga,Tautan WhatsApp dinamis (wa.me) untuk kontak CS di footer & halaman bantuan,Integrasi,-,Tinggi,Belum Dikerjakan,Bagian: FOOTER SECTION WITH CONTACT PERSON DETAILS,"Tautan WhatsApp dinamis (wa.me) untuk kontak CS di footer & halaman bantuan
Pastikan integrasi ini benar-benar terhubung ke data nyata dari tabel `-` di Supabase (bukan hardcode/dummy), mengikuti alur yang sudah digambarkan di prototype @prototype.html dan Software Design Description (SDD) Bimbel Grase. Setelah selesai, tunjukkan bukti data mengalir end-to-end (screenshot alur atau output test), bukan cuma klaim 'sudah terhubung'."
105,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Integrasi Pihak Ketiga,"Integrasi Unsplash API untuk placeholder foto profil/thumbnail default (fallback avatar) — opsional, dengan fallback offline",Integrasi,students,Menengah,Belum Dikerjakan,,"Integrasi Unsplash API untuk placeholder foto profil/thumbnail default (fallback avatar) — opsional, dengan fallback offline
Pastikan integrasi ini benar-benar terhubung ke data nyata dari tabel `students` di Supabase (bukan hardcode/dummy), mengikuti alur yang sudah digambarkan di prototype @prototype.html dan Software Design Description (SDD) Bimbel Grase. Setelah selesai, tunjukkan bukti data mengalir end-to-end (screenshot alur atau output test), bukan cuma klaim 'sudah terhubung'."
106,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Notifikasi,Notifikasi email/in-app ke Admin saat ada bukti pembayaran baru masuk ke antrean verifikasi,Backend,students,Menengah,Belum Dikerjakan,,"Notifikasi email/in-app ke Admin saat ada bukti pembayaran baru masuk ke antrean verifikasi
Acuan struktur data: tabel/model `students` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
107,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Notifikasi,Notifikasi email/in-app ke Orang Tua saat pembayaran disetujui (paywall terbuka),Backend,students,Menengah,Belum Dikerjakan,,"Notifikasi email/in-app ke Orang Tua saat pembayaran disetujui (paywall terbuka)
Acuan struktur data: tabel/model `students` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
108,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Responsif & UX,Implementasi Bottom Navigation / Mobile Menu responsif untuk perangkat smartphone (NFR-USE-001),UI,-,Wajib,Belum Dikerjakan,,"Implementasi Bottom Navigation / Mobile Menu responsif untuk perangkat smartphone (NFR-USE-001)
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Responsif & UX) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `-` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
109,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Responsif & UX,"Uji tampilan responsif di breakpoint Desktop, Tablet, dan Smartphone untuk seluruh halaman utama",Testing,-,Tinggi,Belum Dikerjakan,,"Uji tampilan responsif di breakpoint Desktop, Tablet, dan Smartphone untuk seluruh halaman utama
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `-`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
110,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Keamanan,Security review menyeluruh: audit seluruh RLS policy Supabase memastikan data WA & riwayat bayar hanya diakses admin/pemilik data,Kepatuhan,"profiles, students",Wajib,Belum Dikerjakan,,"Security review menyeluruh: audit seluruh RLS policy Supabase memastikan data WA & riwayat bayar hanya diakses admin/pemilik data
Ini review kepatuhan (keamanan data + regulasi), bukan murni coding. Minta AI coding agent bantu bagian teknisnya: grep seluruh codebase untuk titik-titik yang menyimpan/menampilkan data dari tabel `profiles, students` (nomor WA, riwayat bayar, foto anak, dsb.), audit RLS policy terkait, lalu buat daftar semua titik itu (file + baris) supaya bisa direview kepatuhannya (UU PDP) secara manual — keputusan kepatuhan akhir tetap keputusan Anda, bukan AI."
111,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Keamanan,"Review validasi MIME type & ukuran file upload (image/pdf) dilakukan di server-side, bukan hanya client-side (NFR-SEC-001)",Kepatuhan,"students, submissions",Wajib,Belum Dikerjakan,,"Review validasi MIME type & ukuran file upload (image/pdf) dilakukan di server-side, bukan hanya client-side (NFR-SEC-001)
Ini review kepatuhan (keamanan data + regulasi), bukan murni coding. Minta AI coding agent bantu bagian teknisnya: grep seluruh codebase untuk titik-titik yang menyimpan/menampilkan data dari tabel `students, submissions` (nomor WA, riwayat bayar, foto anak, dsb.), audit RLS policy terkait, lalu buat daftar semua titik itu (file + baris) supaya bisa direview kepatuhannya (UU PDP) secara manual — keputusan kepatuhan akhir tetap keputusan Anda, bukan AI."
112,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Keamanan,Test: percobaan akses Server Action/Route Handler tanpa sesi login atau dengan role salah harus ditolak (401/403),Testing,-,Wajib,Belum Dikerjakan,,"Test: percobaan akses Server Action/Route Handler tanpa sesi login atau dengan role salah harus ditolak (401/403)
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `-`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
113,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Keamanan,"Review kepatuhan UU Perlindungan Data Pribadi (PDP) untuk data orang tua & siswa (nomor WA, foto anak, riwayat bayar)",Kepatuhan,"profiles, students",Tinggi,Belum Dikerjakan,,"Review kepatuhan UU Perlindungan Data Pribadi (PDP) untuk data orang tua & siswa (nomor WA, foto anak, riwayat bayar)
Ini review kepatuhan (keamanan data + regulasi), bukan murni coding. Minta AI coding agent bantu bagian teknisnya: grep seluruh codebase untuk titik-titik yang menyimpan/menampilkan data dari tabel `profiles, students` (nomor WA, riwayat bayar, foto anak, dsb.), audit RLS policy terkait, lalu buat daftar semua titik itu (file + baris) supaya bisa direview kepatuhannya (UU PDP) secara manual — keputusan kepatuhan akhir tetap keputusan Anda, bukan AI."
114,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Performa & Stabilisasi,Load testing dasar (concurrent users sesuai estimasi jumlah siswa aktif Bimbel Grase),Testing,-,Menengah,Belum Dikerjakan,,"Load testing dasar (concurrent users sesuai estimasi jumlah siswa aktif Bimbel Grase)
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `-`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
115,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,Performa & Stabilisasi,Audit performa: pastikan transisi antar-view tanpa full page reload (App Router client transitions) sesuai NFR-PER-001,Testing,-,Menengah,Belum Dikerjakan,,"Audit performa: pastikan transisi antar-view tanpa full page reload (App Router client transitions) sesuai NFR-PER-001
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `-`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
116,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,UAT & Rollout,"UAT per role (Orang Tua, Admin Pusat, Pengajar/Tutor) — kumpulkan feedback sebelum go-live",Testing,-,Wajib,Belum Dikerjakan,,"UAT per role (Orang Tua, Admin Pusat, Pengajar/Tutor) — kumpulkan feedback sebelum go-live
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `-`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
117,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,UAT & Rollout,Setup custom domain resmi Bimbel Grase di Vercel + SSL otomatis (Let's Encrypt via Vercel),Rollout,-,Wajib,Belum Dikerjakan,,"Setup custom domain resmi Bimbel Grase di Vercel + SSL otomatis (Let's Encrypt via Vercel)
Ini langkah go-live/rollout — kombinasi setup manual (domain, DNS, training, dsb.) dan verifikasi teknis. Kalau ada bagian yang bisa diperiksa lewat command/script (mis. cek build production, cek env var di Vercel, smoke test endpoint), minta AI coding agent jalankan dan tunjukkan hasilnya sebagai bukti; bagian yang murni administratif (domain, pelatihan tatap muka, dsb.) tetap perlu dikerjakan manual."
118,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,UAT & Rollout,Migrasi data riil siswa/program aktif (dari rekap WhatsApp/manual existing) — pilot dengan 1 kelas dulu sebelum semua kelas,Rollout,"students, programs",Wajib,Belum Dikerjakan,,"Migrasi data riil siswa/program aktif (dari rekap WhatsApp/manual existing) — pilot dengan 1 kelas dulu sebelum semua kelas
Ini langkah go-live/rollout — kombinasi setup manual (domain, DNS, training, dsb.) dan verifikasi teknis. Kalau ada bagian yang bisa diperiksa lewat command/script (mis. cek build production, cek env var di Vercel, smoke test endpoint), minta AI coding agent jalankan dan tunjukkan hasilnya sebagai bukti; bagian yang murni administratif (domain, pelatihan tatap muka, dsb.) tetap perlu dikerjakan manual."
119,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,UAT & Rollout,Pelatihan penggunaan aplikasi untuk Admin Pusat & Pengajar dengan SOP tertulis,Rollout,-,Wajib,Belum Dikerjakan,,"Pelatihan penggunaan aplikasi untuk Admin Pusat & Pengajar dengan SOP tertulis
Ini langkah go-live/rollout — kombinasi setup manual (domain, DNS, training, dsb.) dan verifikasi teknis. Kalau ada bagian yang bisa diperiksa lewat command/script (mis. cek build production, cek env var di Vercel, smoke test endpoint), minta AI coding agent jalankan dan tunjukkan hasilnya sebagai bukti; bagian yang murni administratif (domain, pelatihan tatap muka, dsb.) tetap perlu dikerjakan manual."
120,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,UAT & Rollout,Go-live aplikasi + masa dukungan intensif (periode bug-fixing pasca peluncuran),Rollout,-,Wajib,Belum Dikerjakan,,"Go-live aplikasi + masa dukungan intensif (periode bug-fixing pasca peluncuran)
Ini langkah go-live/rollout — kombinasi setup manual (domain, DNS, training, dsb.) dan verifikasi teknis. Kalau ada bagian yang bisa diperiksa lewat command/script (mis. cek build production, cek env var di Vercel, smoke test endpoint), minta AI coding agent jalankan dan tunjukkan hasilnya sebagai bukti; bagian yang murni administratif (domain, pelatihan tatap muka, dsb.) tetap perlu dikerjakan manual."
121,"Fase 6 - Integrasi, Keamanan, Testing & Rollout",November 2026 (Minggu 3-4) - Desember 2026,UAT & Rollout,"Serah terima dokumentasi teknis (README, ERD, panduan deployment Vercel/Supabase) & rencana pemeliharaan jangka panjang",Rollout,-,Tinggi,Belum Dikerjakan,,"Serah terima dokumentasi teknis (README, ERD, panduan deployment Vercel/Supabase) & rencana pemeliharaan jangka panjang
Ini langkah go-live/rollout — kombinasi setup manual (domain, DNS, training, dsb.) dan verifikasi teknis. Kalau ada bagian yang bisa diperiksa lewat command/script (mis. cek build production, cek env var di Vercel, smoke test endpoint), minta AI coding agent jalankan dan tunjukkan hasilnya sebagai bukti; bagian yang murni administratif (domain, pelatihan tatap muka, dsb.) tetap perlu dikerjakan manual."
